Statement,Label,word_count,avg_word_length,sentence_count,stop_words_count,noun_count,verb_count,adjective_count,adverb_count,pronoun_count,noun_verb_ratio,adj_adv_ratio,sentiment_polarity,sentiment_subjectivity,word2vec_average,unique_word_count,lexical_diversity,punctuation_count,uppercase_word_count,avg_sentence_length,exclamation_mark_count
Preschoolers Develop A Sense Of Self,fact,6,5.17,1,2,3,1,0,0,0,1.5,0,0,0,0.001601252,6,1,0,1,36,0
"At preschool age, your child begins to see themselves as an individual",fact,12,4.92,1,6,3,2,1,0,2,1,1,0,0.4,0.004557744,12,1,1,0,70,0
"Around the time your child is ready for preschool they will begin to develop a sense of self, or the ability to recognize they are separate from their peers and even you. ",fact,32,4.34,1,17,7,5,2,1,5,1.166666667,1,0.2,0.5,0.006627568,29,0.91,2,0,170,0
"Your average preschooler might grab their truck from a peer and shout “Mine!” Sure it seems selfish but really they are just asserting what their little minds have just realized, they are their own individuals and that really is their truck. This offers the perfect opportunity to agree and validate your child’s statement but then explain the importance (and perks) of sharing",fact,62,5.1,2,31,13,14,9,5,9,0.866666667,1.5,0.19,0.58,0.004750624,51,0.82,5,0,188,1
Schools are where children gain a lot of their social skills. ,fact,11,4.64,1,5,4,2,1,0,1,1.333333333,1,0.03,0.07,0.005355658,11,1,1,0,61,0
"The toddler years are an important time for building social skills. Most 2-year-olds engage in parallel play with other children and have trouble learning to share, but should start having friendships by age 3.",fact,34,5.21,2,15,12,5,6,0,0,2,6,0.1,0.36,0.004676596,34,1,5,0,104.5,0
"They’re building fine motor skills. The earliest skills include scribbling and stacking blocks by about 15 months, using a spoon by age 2 and copying a circle by age 3.",fact,30,4.63,2,9,10,6,3,0,1,1.428571429,3,0.42,0.5,0.004078203,25,0.83,3,0,83.5,0
"we may roughhouse with our sons, but be gentler with our daughters, and therefore potentially exposing our boys more to the use of gross motor skills at an earlier age. ",fact,30,4.63,1,15,7,4,2,3,4,1.4,0.5,0.12,0.5,0.004892464,27,0.9,3,0,168,0
We may play with cars and trains with our boys and dolls and art with our girls. But does that really make a difference? Yes! ,fact,25,4.04,3,13,7,3,0,1,3,1.75,0,0.25,0.2,0.005030952,20,0.8,3,0,41,1
A child who regularly picks up a crayon to draw or threads beads through a lace to make necklace will be using/practicing different cognitive and fine motor skills than perhaps a child who is playing with his chunky cars.,fact,39,4.69,1,18,12,6,3,2,1,1.714285714,1,0.14,0.39,0.005087717,34,0.87,2,1,221,0
"In the U.S., the average baby starts watching TV at 5 months old. Before seventh grade, 82% of children are online.",fact,21,4.52,2,7,7,3,4,0,0,1.75,4,-0.02,0.3,0.004204789,20,0.95,7,2,57,0
Children in the United States usually start watching and actually paying attention to TV at around 5 months old,fact,19,4.89,1,5,6,3,1,2,0,1.5,0.333333333,-0.05,0.18,0.004488514,19,1,0,1,111,0
All children develop at different times,myth,6,5.67,1,2,2,1,1,0,0,1,1,0,0.6,0.004734762,6,1,0,0,39,0
"Development of the brain is caused by experience, so it's possible to cause quick cognitive or emotional changes by stimulating a child's brain in the right way",myth,27,4.96,1,12,8,5,4,0,1,1.333333333,4,0.15,0.67,0.005528209,24,0.89,3,0,160,0
"Children with brain injuries can be rehabilitated by using practices like patterning, and other problems can be treated with similar approaches",myth,21,5.86,1,9,7,5,2,0,0,1.166666667,2,-0.06,0.39,0.005107983,18,0.86,1,0,143,0
Building self-esteem increases achievement.,myth,4,10,1,0,2,1,1,0,0,1,1,0,0,0.000327975,4,1,2,0,43,0
Lifting weights poses a high injury risk for children,myth,9,5,1,2,4,2,1,0,0,1.333333333,1,0.16,0.54,0.003714731,9,1,0,0,53,0
Play Erodes Family Values,myth,4,5.5,1,0,4,0,0,0,0,4,0,0,0,0.000219216,4,1,0,0,25,0
Toys will educate your baby,myth,5,4.6,1,2,2,1,0,0,1,1,0,0,0,0.004425302,5,1,0,0,27,0
Kids are more active on weekends and holidays.,myth,8,4.88,1,4,3,1,1,1,0,1.5,0.5,0.18,0.55,0.005543249,8,1,1,0,46,0
Parents want kids to learn inside.,myth,6,4.83,1,1,2,2,0,1,0,0.666666667,0,0,0,0.003895426,6,1,1,0,34,0
THEY’LL JUST EAT THE ENVIRONMENT,myth,5,5.6,1,2,7,0,0,0,0,7,0,0,0,1.05E-05,5,1,0,5,32,0
"Children have different learning styles, depending on whether they are left brained or right brained",myth,15,5.73,1,5,3,6,2,0,1,0.428571429,2,0.1,0.38,0.004490116,14,0.93,1,0,100,0
"It is a good thing for an infant or a toddler to have experience with many caregivers, not just one or two",myth,22,3.86,1,13,5,2,2,2,1,1.666666667,0.666666667,0.6,0.55,0.00609291,20,0.91,1,0,106,0
Most babies can learn to read with the right learning program,myth,11,4.64,1,5,3,2,2,0,0,1,2,0.39,0.52,0.005985158,11,1,0,0,61,0
"Reading programs are ""successful""",myth,4,7.5,1,1,1,2,1,0,0,0.333333333,1,0.75,0.95,0.002729246,4,1,2,0,33,0
"Short-term tutoring for struggling readers can get them caught up with their peers, and the gains will be sustained",myth,19,5.11,1,10,4,5,1,0,2,0.666666667,1,0,0,0.005029887,19,1,2,0,115,0
Sitting too close to TV is bad for toddlers’ eyesight,myth,10,4.4,1,4,3,3,1,2,0,0.75,0.333333333,-0.7,0.67,0.003432436,10,1,0,1,53,0
Holding books too close will hurt their eyes,myth,8,4.62,1,3,2,2,0,2,1,0.666666667,0,0,0,0.002777559,8,1,0,0,44,0
babies need to be entertained,myth,5,5,1,2,1,3,0,0,0,0.25,0,0,0,0.006089245,5,1,0,0,29,0
Certain shows make learning easier,myth,5,6,1,0,2,2,1,0,0,0.666666667,1,0.21,0.57,0.00218854,5,1,0,0,34,0
Technology is Harmful to Kids,myth,5,5,1,2,2,2,0,0,0,0.666666667,0,0,0,0.004904969,5,1,0,0,29,0
Technology hinders social interaction,myth,4,8.5,1,0,3,0,1,0,0,3,1,0.03,0.07,0.001016573,4,1,0,0,37,0
Technology weakens the social skills of children.,myth,7,6.14,1,2,3,1,1,0,0,1.5,1,0.03,0.07,0.005067161,7,1,1,0,49,0
Children need to get tech savvy for their future lives,myth,10,4.5,1,3,4,1,1,0,1,2,1,0,0.12,0.004425897,10,1,0,0,54,0
Social Media is Unsafe For Kids,myth,6,4.33,1,2,3,1,1,0,0,1.5,1,0.03,0.07,0.002356966,6,1,0,0,31,0
Video Games Are Not Safe for Kids,myth,7,3.86,1,3,5,0,0,1,0,5,0,-0.25,0.5,0.001584621,7,1,0,0,33,0
Some children just start to talk at 3 or 4 years old.,myth,12,3.5,1,5,2,2,1,1,0,0.666666667,0.5,0.1,0.2,0.004653135,12,1,1,0,53,0
All Children Will Develop Language Skills in Their Own Time,myth,10,5,1,5,8,0,0,0,0,8,0,0.6,1,0.0023098,10,1,0,0,59,0
Talking to young children in very short phrases will help them,myth,11,4.73,1,5,2,2,2,1,1,0.666666667,1,0.05,0.4,0.00494662,11,1,0,0,62,0
Speaking ‘telegraphically’ helps young children learn to talk’,myth,8,6.88,1,1,4,4,1,1,0,0.8,0.5,0.1,0.4,0.004132457,8,1,0,0,62,0
Late talking children who are otherwise not delayed will ‘catch up’!,myth,11,5.27,1,4,2,5,0,3,0,0.333333333,0,-0.38,0.6,0.003619342,11,1,1,0,68,1
Babies develop at their own pace. They will talk/walk/connect with others when ready,myth,13,5.54,2,7,3,2,2,0,2,1,2,0.4,0.75,0.004634689,13,1,3,0,41.5,0
My child is into sports and needs more carbohydrates.,myth,9,5,1,5,3,2,1,0,1,1,1,0.5,0.5,0.004734172,9,1,1,0,53,0
A baby's sleeping position can cause or prevent sudden infant death syndrome,myth,12,5.42,1,3,4,2,3,0,0,1.333333333,3,0,0.5,0.002532642,12,1,1,1,76,0
STRESS AND/OR EMOTIONAL PROBLEMS CAUSE BEDWETTING.,myth,6,7.5,1,0,6,0,0,0,0,6,0,0,0.65,0.000141414,6,1,2,6,50,0
CHILDREN WON’T OUTGROW BEDWETTING ON THEIR OWN.,myth,7,5.86,1,2,9,0,0,0,0,9,0,0.6,1,-0.000222595,7,1,1,7,47,0
Helping children avoid their fears is the best way to decrease their anxiety,myth,13,4.92,1,5,4,4,1,0,2,0.8,1,1,0.3,0.005255902,12,0.92,0,0,76,0
Parents shouldn't fight in front of their children.,myth,8,5.5,1,4,3,1,0,1,1,1.5,0,0,0,0.00410554,8,1,2,0,51,0
Parent–child relationship disruptions can be repaired with holding therapy,myth,9,7.33,1,3,4,3,0,0,0,1,0,0,0,0.00338527,9,1,0,0,74,0
The attachment parenting approach strengthens the mother–infant bond ,myth,8,7.62,1,2,3,2,1,0,0,1,1,0,0,0.002518352,8,1,0,0,68,0
Babies are born with emotional attachments to their mothers and can recognize their mothers at once,myth,16,5.25,1,9,4,3,1,1,2,1,0.5,0,0.65,0.005942473,14,0.88,0,0,99,0
It is important for parents to be fair and treat all their children in the same way,myth,17,3.94,1,11,3,3,3,0,2,0.75,3,0.37,0.67,0.006931068,17,1,0,0,83,0
"After the first three years, your child's brain is 'set' for life.",myth,12,4.58,1,5,4,2,1,0,1,1.333333333,1,0.25,0.33,0.005024986,12,1,5,0,66,0
Baby videos improve brain development.,myth,5,6.8,1,0,4,1,0,0,0,2,0,0,0,0.002860462,5,1,1,0,38,0
"Earlier is Better. Whether it has to do with academics or athletics, parents are lead to believe that they have to give their children the “jump-start” in order for their children to be successful and if they don’t their children will fall behind. ",myth,43,4.77,2,25,10,11,3,3,6,0.833333333,0.75,0.21,0.66,0.006367044,35,0.81,4,0,123,0
Training with weights harms children's bones,myth,6,6.5,1,1,4,1,0,0,0,2,0,0,0,0.002033812,6,1,1,0,44,0
Lifting weights hinders the ability to build sport-specific skills,myth,9,6.44,1,2,3,3,1,0,0,0.75,1,0,0,0.003771935,9,1,1,0,66,0
Play is a waste of time and could pose unnecessary risks,myth,11,4.18,1,4,4,2,1,0,0,1.333333333,1,-0.3,0.45,0.005210406,11,1,0,0,56,0
Play is messy,myth,3,3.67,1,1,1,1,1,0,0,0.5,1,-0.2,0.4,0.003554274,3,1,0,0,13,0
Toys are Needed for Play,myth,5,4,1,2,2,2,0,0,0,0.666666667,0,0,0,0.004026151,5,1,0,0,24,0
LOOSE TOYS BEST USED BY OLDER CHILDREN,myth,7,4.57,1,1,7,0,0,0,0,7,0,0.36,0.3,0.000346949,7,1,0,7,38,0
Kids are more active in the summer,myth,7,4,1,4,2,1,1,1,0,1,0.5,0.18,0.55,0.006276874,7,1,0,0,34,0
It’s unhealthy for a child to play outside in winter.,myth,10,4.4,1,4,2,2,2,1,1,0.666666667,1,-0.2,0.38,0.005652548,10,1,1,0,53,0
Play is play. It doesn’t matter where it takes place.,myth,10,4.4,2,4,4,4,1,0,2,0.8,1,0,0,0.002699574,10,1,2,0,26,0
they need less space to exercise and enjoy the outdoors,myth,10,4.6,1,4,3,2,1,0,1,1,1,0.12,0.28,0.005721221,10,1,0,0,55,0
"All kids ""naturally"" love the outdoors",myth,6,5.5,1,2,2,1,0,1,0,1,0,0.5,0.6,0.003769077,6,1,2,0,38,0
Rural kids get more outdoor time,myth,6,4.5,1,1,2,1,3,0,0,1,3,0.25,0.25,0.003589278,6,1,0,0,32,0
Kids are more likely to get hurt outside.,myth,8,4.25,1,3,1,3,1,2,0,0.25,0.333333333,0.17,0.52,0.004758103,8,1,1,0,41,0
Play Exposes Children to Injuries,myth,5,5.8,1,1,3,1,0,0,0,1.5,0,0,0,0.004096322,5,1,0,0,33,0
My kid doesn’t like sports,myth,5,4.4,1,1,5,0,0,0,1,5,0,0,0,0.002383331,5,1,0,0,26,0
My kid is not athletic,myth,5,3.6,1,3,1,1,1,1,1,0.5,0.5,0,0,0.004025612,5,1,0,0,22,0
Learning to Read Early Will Make Your Child a Genius,myth,10,4.3,1,4,6,1,0,0,1,3,0,0.1,0.3,0.003191172,10,1,0,0,52,0
Creativity cannot be learned,myth,4,6.25,1,1,1,2,0,1,0,0.333333333,0,0,0,0.002565374,4,1,0,0,28,0
Phonemic awareness doesn't have to be taught in order to be understood,myth,12,4.92,1,7,3,5,1,1,0,0.5,0.5,0,0,0.005640635,10,0.83,1,0,70,0
Phoneme awareness is a consequence (not a cause) of reading acquisition,myth,11,5.55,1,4,5,2,0,1,0,1.666666667,0,0,0,0.004530479,10,0.91,2,0,71,0
Educational kinesiology promotes learning in children,myth,6,8,1,1,3,1,1,0,0,1.5,1,0.25,0.25,0.003877077,6,1,0,0,53,0
An in-home nanny can give my children more focused attention than a daycare with lots of kids in it,myth,19,4.26,1,10,6,1,2,1,2,3,1,0.5,0.5,0.00525939,19,1,1,0,99,0
All the kids do is play games and sing songs,myth,10,3.5,1,5,3,4,0,0,0,0.6,0,0,0,0.005501055,10,1,0,0,44,0
"Daycare is too expensive and family members can watch my child for free, or for less money",myth,17,4.35,1,8,5,2,3,1,1,1.666666667,1.5,-0.09,0.52,0.004633906,16,0.94,1,0,90,0
"Day care is like school, so it provides an excellent foundation for children's development",myth,14,5.5,1,5,6,2,1,0,1,2,1,1,1,0.003621014,14,1,2,0,90,0
"Children get sick at daycare, so it’s safer for them to be at home",myth,14,3.79,1,7,4,3,2,0,2,1,2,-0.71,0.86,0.005099988,13,0.93,1,0,66,0
"Daycare and preschool is just child care, and underpaid staff can’t do a good job",myth,15,4.47,1,6,5,4,3,1,0,1,1.5,0.7,0.6,0.004741462,14,0.93,1,0,81,0
My Child Will Enter Kindergarten and Acclimate Anyway,myth,8,5.75,1,3,6,0,0,0,1,6,0,0,0,0.002242819,8,1,0,0,53,0
"My child could be in danger at preschool while I’m not there to protect them (from bullies, accidents, catastrophes, inappropriate care, etc.)",myth,22,5.5,1,9,7,3,1,3,3,1.75,0.25,0,0,0.003247994,22,1,7,0,142,0
Young children are not ready for school,myth,7,4.71,1,3,3,1,1,1,0,1.5,0.5,0,0.45,0.005036063,7,1,0,0,39,0
Preschool Education is Too Early for Kids,myth,7,5,1,3,5,1,0,0,0,2.5,0,0.1,0.3,0.003139392,7,1,0,0,41,0
"Children need more time at home in the early years of life, they can learn academics later",myth,17,4.35,1,7,6,1,2,1,1,3,1,0.2,0.27,0.005931964,17,1,1,0,90,0
My child is too young. He won’t sit through a whole story,myth,12,3.83,2,6,5,2,2,1,2,1.666666667,1,0.15,0.4,0.003439084,12,1,1,0,28,0
"Academic skills are the most important element of early learning. At home and in early childhood programs, young children should be focusing on learning letters, shapes, and numbers.",myth,28,5.54,2,11,11,4,4,1,0,2.2,2,0.2,0.42,0.005076647,26,0.93,5,0,90.5,0
babies need to attend classes,myth,5,5,1,1,2,2,0,0,0,0.666666667,0,0,0,0.004538912,5,1,0,0,29,0
School is not for fun,myth,5,3.4,1,3,2,1,0,1,0,1,0,0.3,0.2,0.005072798,5,1,0,0,21,0
MORE studying = BETTER studying,myth,5,5.4,1,1,2,1,1,1,0,1,0.5,0.5,0.5,0.000230463,4,0.8,1,2,31,0
"If a child is able to complete a task with an adult present, he or she is also able to do it alone",myth,23,3.3,1,14,4,5,2,1,3,0.666666667,1,0.24,0.39,0.006119679,19,0.83,1,0,98,0
Kids Will Eventually Forget Everything They Learn,myth,7,6.14,1,2,5,1,0,0,1,2.5,0,0,0,0.001642321,7,1,0,0,49,0
Early learning is a waste of taxpayer dollars because any positive effects fade out by third grade,myth,17,4.82,1,7,6,2,3,0,0,2,3,0.03,0.21,0.003553169,17,1,0,0,98,0
"Children don’t remember anything they learn, the effects fade out by age 7",myth,13,4.77,1,4,5,4,1,0,1,1,1,0,0,0.004040459,13,1,1,0,74,0
Learning to read is a ‘natural’ process that will happen on its own,myth,13,4.23,1,8,2,4,3,0,1,0.4,3,0.35,0.7,0.005198175,13,1,0,0,67,0
Children will eventually learn to read if given enough time,myth,10,5,1,3,2,3,1,1,0,0.5,0.5,0,0.5,0.004069494,10,1,0,0,59,0
Reading the same book over and over is driving me crazy and isn’t helping my child.,myth,16,4.25,1,9,4,4,3,0,3,0.8,3,-0.3,0.51,0.004263362,14,0.88,1,0,83,0
"Skilled reading involves using syntactic and semantic cues to ""guess"" words, and good readers make many ""mistakes"" as they read authentic text",myth,22,5.5,1,5,6,5,6,0,1,1,6,0.55,0.59,0.003561221,21,0.95,5,0,142,0
"Learning to read is mainly a matter of recognizing letters and reciting the alphabet, so watching TV programs like Sesame Street is the most important preparation for school success",myth,29,5.28,1,11,10,6,2,2,0,1.428571429,0.666666667,0.34,0.46,0.004510189,27,0.93,1,1,181,0
Teach toddlers to read so they can become geniuses,myth,9,4.67,1,4,3,2,0,0,1,1,0,0,0,0.004332646,9,1,0,0,50,0
It's enough that my child learns and practises reading at school,myth,11,4.91,1,5,4,2,1,0,2,1.333333333,1,0,0.5,0.004441897,11,1,1,0,64,0
Your baby should make eye contact by eight weeks old.,myth,10,4.4,1,3,4,1,1,0,1,2,1,0.1,0.2,0.003430377,10,1,1,0,53,0
Sitting close to the TV will damage kids' vision.,myth,9,4.56,1,3,3,2,0,1,0,1,0,0,0,0.003785075,9,1,2,1,49,0
babies need to do ‘sensory play’,myth,6,4.5,1,2,3,3,1,0,0,0.75,1,0,0,0.004138229,6,1,0,0,32,0
Baby videos improve brain development,myth,5,6.6,1,0,4,1,0,0,0,2,0,0,0,0.002927239,5,1,0,0,37,0
Showing cognitively stimulating videos to babies boosts their intelligence,myth,9,7.33,1,2,3,3,0,1,1,0.75,0,0,0,0.003359197,9,1,0,0,74,0
"The more interactive a screen experience is, the better for kids.",myth,11,5,1,5,2,1,3,1,0,1,1.5,0.5,0.5,0.004771834,11,1,2,0,65,0
More active screen time will lessen physical activity.,myth,8,5.88,1,2,3,1,2,1,0,1.5,1,0.12,0.41,0.002297458,8,1,1,0,54,0
Screen time for infants and toddlers under two has some benefits,myth,11,4.91,1,5,4,1,1,0,0,2,1,0,0,0.004361427,11,1,0,0,64,0
"Children over two learn best from watching good-quality, educational programs on their own",myth,13,6,1,5,3,1,3,1,1,1.5,1.5,0.62,0.52,0.003823764,13,1,2,0,90,0
Your child can learn a second language from ‘edutainment’ TV,myth,10,5.1,1,4,5,1,2,0,1,2.5,2,0,0,0.005171256,10,1,0,1,60,0
"Educational TV programs, apps, and flashcards will teach my child how to talk",myth,13,5,1,5,5,2,1,0,1,1.666666667,1,0.25,0.25,0.003858829,13,1,2,1,77,0
It is important for my kids to use screens in school so they will not get behind. We live in a digital world and they must be prepared for their future jobs.  ,myth,32,3.94,2,18,6,6,2,2,6,0.857142857,0.666666667,0.03,0.47,0.005263697,29,0.91,2,0,78,0
"If you don’t let your kids use entertainment screens as their go-to activity (video games and social media) they will binge and crave it later, and they will hate you.",myth,30,4.6,1,13,6,6,5,1,7,0.857142857,2.5,-0.26,0.32,0.00475193,26,0.87,5,0,167,0
Babies need sophisticated toys for maximum brain stimulation.,myth,8,6.75,1,1,4,1,2,0,0,2,2,0.5,1,0.002719456,8,1,1,0,61,0
It’s the 21st century! We need new products and technologies to prepare children for the future,myth,16,5,2,6,5,4,2,0,2,1,2,0.05,0.19,0.004920958,15,0.94,1,0,47,1
Educational Toys and Classical Music Will Make a Child Smarter.,myth,10,5.4,1,3,7,0,1,0,0,7,1,0.12,0.12,0.003119688,10,1,1,0,63,0
Listening to classical music will make your baby smarter.,myth,9,5.44,1,3,3,2,1,0,1,1,1,0,0,0.004489329,9,1,1,0,57,0
Having kids listen to Mozart makes them smart,myth,8,4.75,1,3,2,4,0,0,1,0.4,0,0.21,0.64,0.003315515,8,1,0,0,45,0
Childhood and technology shouldn’t mix,myth,5,6.8,1,1,6,0,0,0,0,6,0,0,0,0.00345038,5,1,0,0,38,0
Technology is Bad for the Brain,myth,6,4.33,1,3,3,1,0,0,0,1.5,0,-0.7,0.67,0.005372805,6,1,0,0,31,0
Technology dominates children’s lives,myth,4,8.5,1,0,4,1,1,0,0,2,1,0,0,0.001238515,4,1,0,0,37,0
Young children are ‘digital natives’,myth,5,6.4,1,1,3,2,2,0,0,1,2,0.05,0.2,0.003648415,5,1,0,0,36,0
Electronic media impede the development of emergent literacy skills.,myth,9,6.67,1,2,4,1,2,0,0,2,2,0,0,0.003467542,9,1,1,0,68,0
Video games have no educational value.,myth,6,5.5,1,2,3,1,1,0,0,1.5,1,-0.12,0.25,0.00200497,6,1,1,0,38,0
Early Talkers Are More Mature,myth,5,5,1,2,1,1,3,0,0,0.5,3,0.23,0.3,0.000307697,5,1,0,0,29,0
Babies should be talking at 12 months.,myth,7,4.57,1,3,2,2,0,0,0,0.666666667,0,0,0,0.003919307,7,1,1,0,38,0
Late talkers” who are otherwise typically developing will “grow out of it” and catch up to their peers,myth,18,4.72,1,9,3,6,1,3,2,0.428571429,0.25,-0.23,0.55,0.004872711,18,1,0,0,102,0
Second- and third-born children are late to talk because their older siblings do the talking for them,myth,17,5,1,9,2,4,4,0,2,0.4,4,-0.04,0.31,0.005470594,17,1,2,0,101,0
Twins have a higher risk of speech-language delays,myth,8,5.38,1,3,4,1,1,0,0,2,1,0.25,0.5,0.004516872,8,1,1,0,50,0
Using “baby talk” with an infant delay their ability to speak normally,myth,12,4.92,1,4,6,2,1,1,1,2,0.5,0.15,0.65,0.003624102,12,1,0,0,70,0
Using “educational” products such as DVD’s or flashcards promotes language,myth,10,6.5,1,3,8,2,2,0,0,2.666666667,2,0.12,0.38,0.003250805,10,1,0,0,74,0
Boys talk later than girls,myth,5,4.4,1,1,3,0,0,1,0,3,0,0,0,0.002054385,5,1,0,0,26,0
Girls develop speech faster than boy,myth,6,5.17,1,1,3,1,0,1,0,1.5,0,0,0,0.001906643,6,1,0,0,36,0
More boys have language delays than girls,myth,7,5,1,3,4,1,0,1,0,2,0,0.5,0.5,0.003140043,7,1,0,0,41,0
Older children and adults are more capable of learning a foreign language than younger children,myth,15,5.4,1,6,4,2,4,1,0,1.333333333,2,0.15,0.27,0.006089131,14,0.93,0,0,95,0
Learning two languages at the same time (bilingualism) causes language delays in young children,myth,14,5.86,1,4,6,2,2,0,0,2,2,0.05,0.26,0.004428972,14,1,2,0,95,0
Speaking two languages to a child may cause a speech or language disorder.,myth,13,4.77,1,4,5,2,0,0,0,1.666666667,0,0,0,0.005489535,12,0.92,1,0,74,0
Learning two languages will confuse your child. ,myth,7,5.86,1,2,2,2,0,0,1,0.666666667,0,0,0,0.002761859,7,1,1,0,47,0
Children with speech or language processing disorders can have more difficulty learning a second language. ,myth,15,6.13,1,6,7,2,2,0,0,2.333333333,2,0.25,0.25,0.005223389,15,1,1,0,106,0
Being bilingual can make kids stutter.,myth,6,5.5,1,2,2,2,1,0,0,0.666666667,1,0,0,0.003235834,6,1,1,0,38,0
It is important for parents to work with babies and teach them how to walk,myth,15,4,1,9,2,4,1,0,2,0.4,1,0.4,1,0.006309039,14,0.93,0,0,74,0
Crib bumpers keep the baby from bumping their head,myth,9,4.67,1,3,4,2,0,0,1,1.333333333,0,0,0,0.00427539,9,1,0,0,50,0
Breastfed babies are smarter than formula-fed babies.,myth,7,6.71,1,2,3,1,2,0,0,1.5,2,0,0,0.002922294,7,1,2,0,53,0
A child is aware of his or her food preference.,myth,10,3.8,1,6,3,1,1,0,2,1.5,1,0.25,0.25,0.005694128,10,1,1,1,47,0
Eating frequently makes your child healthy.,myth,6,6.33,1,1,0,2,2,1,1,0,1,0.3,0.4,0.00333361,6,1,1,0,43,0
"The more the toddler eats, the healthier he/she becomes",myth,9,5.22,1,4,5,0,1,0,0,5,1,0.5,0.5,0.004831484,8,0.89,2,0,55,0
Pre-chewing a baby’s food has no known risks,myth,8,4.62,1,3,5,3,0,0,0,1.25,0,0,0,0.003205882,8,1,1,0,44,0
Juicing is essential,myth,3,6,1,1,0,2,1,0,0,0,1,0,0.3,0.003005119,3,1,0,0,20,0
Kids go hyper on sugar.,myth,5,3.8,1,1,3,1,0,0,0,1.5,0,0,0,0.002533293,5,1,1,0,23,0
Sugar intake causes children to be hyperactive,myth,7,5.71,1,2,2,3,1,0,0,0.5,1,0,0,0.004648951,7,1,0,0,46,0
Don’t give your child foods that are known to cause allergies,myth,11,4.64,1,4,5,5,0,0,1,0.833333333,0,0,0,0.004718539,11,1,0,0,61,0
"My child takes multivitamins daily, so he or she is getting all the nutrients",myth,14,4.57,1,8,3,3,0,1,3,0.75,0,0,0,0.004232578,14,1,1,0,77,0
Boosting night time calories will help your baby sleep through the night at an earlier age.,myth,16,4.75,1,6,6,3,1,0,1,1.5,1,0,0.5,0.003999571,15,0.94,1,0,91,0
BEDWETTING IS RARE,myth,3,5.33,1,1,1,1,1,0,0,0.5,1,0.3,0.9,-0.000283132,3,1,0,3,18,0
Nighttime and daytime toilet training should happen at the same time.,myth,11,5.36,1,5,4,1,2,0,0,2,2,-0.02,0.06,0.004717473,11,1,1,0,69,0
VaccineIt’s best not to vaccinate a sick baby,myth,8,4.75,1,3,4,1,1,2,0,2,0.333333333,0.14,0.58,0.004896634,8,1,0,0,45,0
Facilitated communication is effective for children with autism ,myth,8,7,1,3,3,2,1,0,0,1,1,0.6,0.8,0.004932377,8,1,0,0,63,0
Drawings contain specific signs useful in identifying subconscious problems ,myth,9,7.44,1,1,3,2,3,0,0,1,3,0.1,0.23,0.001751857,9,1,0,0,75,0
Dolphin-assisted therapy effectively treats children with special needs,myth,8,8,1,1,3,1,2,1,0,1.5,1,0.48,0.69,0.002605924,8,1,1,0,71,0
"Autism rates are rising rapidly, especially in certain parts of the country, so something must be happening to cause more cases of this serious developmental problem",myth,26,5.38,1,10,8,5,3,2,0,1.333333333,1,0.2,0.72,0.004342606,25,0.96,2,0,165,0
Mental health problems result from personal weakness,myth,7,6.57,1,1,3,1,2,0,0,1.5,2,-0.05,0.25,0.001798126,7,1,0,0,52,0
Toddlers Can and Should Share Stuff,myth,6,5,1,3,4,0,0,0,0,4,0,0,0,0.002903899,6,1,0,0,35,0
Brief time-outs are too weak to help decrease real behavior problems,myth,11,5.27,1,3,3,3,3,1,0,0.75,1.5,-0.06,0.42,0.003060035,11,1,1,0,68,0
Imaginary friends are a sign of social-emotional problems in children,myth,10,6,1,4,4,1,2,0,0,2,2,0,0,0.005645569,10,1,1,0,69,0
spanking is an effective form of discipline ,myth,7,5.29,1,3,3,1,1,0,0,1.5,1,0.6,0.8,0.004483347,7,1,0,0,43,0
Letting babies “cry it out” during bedtime is harmful to their development,myth,12,5.25,1,5,4,4,1,0,2,0.8,1,0,0,0.004564831,12,1,0,0,74,0
Children that challenge us the most are the ones that need our love and support the most.,myth,17,4.29,1,9,3,4,0,2,2,0.6,0,0.5,0.53,0.006086666,14,0.82,1,0,89,0
Children can be so rude,myth,5,3.8,1,3,1,1,1,1,0,0.5,0.5,-0.3,0.6,0.005656773,5,1,0,0,23,0
"An “only child” is likely to be selfish, spoiled, and socially incompetent",myth,12,5.25,1,5,2,3,4,2,0,0.5,1.333333333,-0.21,0.84,0.004259231,12,1,2,0,74,0
Most toddlers go through a “terrible twos” stage,myth,8,5.12,1,3,5,1,2,0,0,2.5,2,-0.25,0.75,0.003301133,8,1,0,0,48,0
The Terrible-Twos Is A Phase That’ll Eventually Pass,myth,8,5.62,1,3,3,3,0,1,0,0.75,0,0,0,0.001918951,8,1,1,1,52,0
"A child's personality is formed by his or her experiences, especially those within the family",myth,15,5.27,1,8,4,2,0,1,2,1.333333333,0,0,1,0.00463455,15,1,2,1,93,0
Violent television programs and video games cause increased aggressive behavior,myth,10,7,1,1,4,2,3,0,0,1.333333333,3,-0.8,1,0.00242656,10,1,0,0,79,0
"Adolescents' brains go through some rapid changes; as a result, teenagers develop new ways of thinking about the world and about themselves",myth,22,5.36,1,10,7,3,2,0,1,1.75,2,0.14,0.45,0.004857427,21,0.95,3,0,139,0
dolescence is an emotionally dangerous time when teenagers are likely to attempt or commit suicide,myth,15,5.6,1,6,4,4,2,1,0,0.8,1,-0.3,0.95,0.004395973,15,1,0,0,98,0
